ID,N_replicates,N_chains,Seeds,ipTM_LCB,Sum_CONTACTS,CONTACTS_HBOND,CONTACTS_SALT_BRIDGE,CONTACTS_HYDROPHOBIC,CONTACTS_DISULFIDE,CONTACTS_VDW,BSA_INT_PROTO,SD_THETA_ROT,S_PROTO,D_APEX,SD_THETA_APEX,THETA_APEX_mean,THETA_APEX_sd,L_APEX_mean,L_APEX_sd,H_ABS_mean,H_ABS_sd,MU_H_mean,MU_H_sd,ALPHA1_LINEARITY_mean,ALPHA1_LINEARITY_sd,ALPHA1_PLDDT_mean,ALPHA1_PLDDT_sd,D_MHD_P_mean,D_MHD_P_sd,D_CC_NB_LINKER_mean,D_CC_NB_LINKER_sd,L_CC_NB_LINKER_mean,L_CC_NB_LINKER_sd,ipTM_mean,ipTM_sd,Sum_CONTACTS_mean,Sum_CONTACTS_sd,CONTACTS_HBOND_mean,CONTACTS_HBOND_sd,CONTACTS_SALT_BRIDGE_mean,CONTACTS_SALT_BRIDGE_sd,CONTACTS_HYDROPHOBIC_mean,CONTACTS_HYDROPHOBIC_sd,CONTACTS_DISULFIDE_mean,CONTACTS_DISULFIDE_sd,CONTACTS_VDW_mean,CONTACTS_VDW_sd,BSA_INT_PROTO_mean,BSA_INT_PROTO_sd,SD_THETA_ROT_mean,SD_THETA_ROT_sd,SD_THETA_APEX_mean,SD_THETA_APEX_sd,S_PROTO_mean,S_PROTO_sd,D_APEX_mean,D_APEX_sd
gol_00000000026_solanum_boliviense_helixer_pg5076_ptg0001_000668_1_cnl,3,6,"[1, 2, 3]",0.47971,18.502352,-0.230478,4.022978,9.035402,0.0,5.133167,1245.049966,0.287931,0.145769,45.899292,0.39244,42.040556,1.253276,20.0,0.0,-0.247404,0.046085,0.3735,0.0,0.922706,0.008616,72.55,6.212907,15.008889,0.187826,8.847778,0.070599,2.0,0.0,0.536667,0.050332,77.166692,51.841641,4.792286,4.438614,10.856133,6.038455,17.29898,7.302519,0.0,0.0,43.175896,33.618337,1512.461539,236.311445,0.170467,0.103803,0.290267,0.09029,0.085333,0.053407,44.296667,1.416239
gol_00000000026_solanum_boliviense_helixer_pg5076_ptg0001_000823_1_cnl,3,6,"[1, 2, 3]",0.623593,133.773561,11.126479,8.678162,34.313698,0.0,76.508523,1436.382675,0.152843,0.095784,42.887917,0.255548,31.795556,5.793947,21.0,0.0,-0.166943,0.081082,0.2855,0.0,0.925839,0.007969,73.501667,3.718568,14.873889,0.17957,13.107222,9.822406,4.0,3.605551,0.663333,0.035119,202.139925,60.415314,16.021306,4.325555,15.724643,6.226971,49.122745,13.086746,0.0,0.0,119.902173,38.346942,1796.558431,318.287096,0.121167,0.027993,0.1967,0.052004,0.066333,0.026026,40.303333,2.283995
gol_00000000026_solanum_boliviense_helixer_pg5076_ptg0001_001246_1_cnl,3,6,"[1, 2, 3]",0.380933,-0.706791,0.0,-0.157867,-0.4736,0.0,-0.473601,590.463816,0.348913,0.240514,72.240763,1.765964,38.780833,1.625167,32.0,0.0,-0.073048,0.043488,0.1937,0.0,0.850889,0.196915,57.466667,12.553795,14.976111,0.330976,13.925556,0.071828,4.0,0.0,0.426667,0.040415,-0.342096,0.322281,0.0,0.0,-0.053333,0.092376,-0.16,0.277128,0.0,0.0,-0.155556,0.281056,936.257724,305.577866,0.293167,0.049263,0.8577,0.655347,0.174333,0.058484,44.04,24.920997
gol_00000000027_solanum_tuberosum_helixer_pg6002_hptg0058_000188_1_cnl,3,6,"[1, 2, 3]",0.75,200.834574,5.86056,19.488645,51.143432,0.0,110.705411,2078.801038,0.117475,0.043809,20.897802,0.36305,44.931667,0.691667,21.0,0.0,-0.218382,0.056045,0.1918,0.0,0.939433,0.000566,88.516667,0.55608,,,26.262222,1.824106,9.0,0.0,0.75,0.0,206.311366,4.839837,9.602248,3.306528,22.644686,2.788992,54.849496,3.275047,0.0,0.0,117.686308,6.169015,2220.324138,125.063877,0.083367,0.030141,0.2085,0.136576,0.033667,0.008963,20.743333,0.136504
gol_00000000027_solanum_tuberosum_helixer_pg6002_ptg0036_000357_1_cnl,3,6,"[1, 2, 3]",0.6136,140.961089,8.500969,20.814392,25.861492,0.0,82.44226,1764.030734,0.153308,0.15208,47.079212,0.367643,49.129444,3.335362,20.0,0.0,-0.112071,0.016784,0.2123,0.0,0.926,0.000322,76.106111,0.982735,15.305,0.053255,6.951667,1.619273,1.333333,0.57735,0.626667,0.011547,170.049956,25.705814,9.364563,0.763158,22.158866,1.188111,39.983615,12.479711,0.0,0.0,97.374596,13.195697,1859.226435,84.124383,0.134533,0.016591,0.261667,0.093652,0.103667,0.042782,47.0,0.07
gol_00000000027_solanum_tuberosum_helixer_pg6002_ptg0058_000535_1_cnl,3,6,"[1, 2, 3]",0.485264,22.947521,-0.232781,1.766825,10.348607,0.0,9.177943,959.698819,0.471559,0.134614,52.49713,0.497501,36.244444,10.629844,20.0,0.0,-0.37731,0.051844,0.3735,0.0,0.931544,0.000655,65.097222,13.362406,14.983333,0.190095,8.826111,3.441637,0.333333,3.785939,0.543333,0.051316,80.054438,50.465347,4.400181,4.094146,9.996578,7.272627,21.377615,9.746327,0.0,0.0,43.329393,30.179616,1484.767571,464.002937,0.292567,0.158175,0.3512,0.129287,0.078,0.05003,38.116667,12.708007
gol_00000000027_solanum_tuberosum_helixer_pg6002_ptg0058_000543_1_cnl,3,6,"[1, 2, 3]",0.552,104.600902,8.427226,9.670742,6.647162,0.0,74.753748,1365.374487,0.280512,0.103219,53.540996,0.431655,47.387778,0.824625,21.0,0.0,-0.253969,0.09248,0.2635,0.0,0.933178,0.00453,75.734444,8.674912,14.863333,0.108679,21.406111,11.405828,9.333333,6.429101,0.65,0.086603,146.339099,36.884019,13.307998,4.313136,12.01453,2.071204,27.477687,18.407923,0.0,0.0,92.174211,15.394452,1657.277417,257.954442,0.162833,0.103993,0.265767,0.146596,0.068667,0.030534,37.663333,14.031081
gol_00000000027_solanum_tuberosum_helixer_pg6002_ptg0058_000545_1_cnl,3,6,"[1, 2, 3]",0.6212,138.299134,12.5677,8.128965,17.66955,0.0,96.093113,1459.191363,0.232846,0.100818,48.022959,0.343736,43.67,1.619903,21.0,0.0,-0.193967,0.02371,0.286,0.0,0.934994,0.002809,79.861667,3.171519,14.801111,0.100958,22.256667,2.401712,9.0,1.0,0.68,0.051962,183.680287,40.103297,18.367671,5.125431,15.712633,6.701683,28.508968,9.578787,0.0,0.0,119.726066,20.884426,1825.107086,323.359502,0.174567,0.051502,0.2525,0.080625,0.076,0.021932,36.186667,10.459724
gol_00000000027_solanum_tuberosum_helixer_pg6002_ptg0106_000072_1_cnl,3,6,"[1, 2, 3]",0.269556,0.040782,-0.67887,0.071033,0.821087,0.0,-0.790694,2364.179625,0.271124,0.153648,48.708016,0.505588,43.460556,5.89983,21.0,0.0,-0.490125,0.101325,0.2857,0.0,0.934006,0.004031,75.968333,13.163831,14.559444,1.068218,25.389444,1.19929,12.0,1.0,0.543333,0.241937,178.295755,157.523811,12.056348,11.254104,10.886096,9.557265,46.202132,40.103202,0.0,0.0,107.220267,95.449221,2439.948042,66.956505,0.153967,0.103532,0.3164,0.167185,0.096333,0.050649,34.39,12.652822
gca_009827155_1_solanum_tuberosum_helixer_cp046685_1_000493_1_cnl,3,6,"[1, 2, 3]",0.1732,0.0,0.0,0.0,0.0,0.0,0.0,-107.766342,36.816641,0.834142,105.672053,33.383608,51.160833,6.607913,24.0,0.0,-0.12631,0.050331,0.3154,0.0,0.886589,0.091107,49.903333,11.697733,12.966667,2.242907,27.266111,11.014322,22.333333,11.547005,0.33,0.138564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.017213,463.750909,18.588933,16.107814,11.5888,15.725772,0.369667,0.410456,65.546667,35.458779
gol_00000000027_solanum_tuberosum_helixer_pg6002_ptg0106_000082_1_cnl,3,6,"[1, 2, 3]",0.5912,118.763502,11.519058,3.470207,31.436479,0.0,68.301311,1615.450203,0.314634,0.152805,43.175984,0.525248,46.985,0.518545,18.0,0.0,-0.287651,0.043252,0.2085,0.0,0.900194,0.005054,75.482778,5.629842,15.758333,0.300888,15.736667,0.054186,7.0,0.0,0.65,0.051962,131.866365,11.578992,12.506374,0.87249,6.698081,2.85247,34.990652,3.14082,0.0,0.0,76.816511,7.524877,1972.759259,315.753795,0.187867,0.112024,0.361,0.118511,0.091,0.054617,31.096667,10.674485
gol_00000000029_solanum_tuberosum_helixer_pg6055_ptg0028_001151_1_cnl,3,6,"[1, 2, 3]",0.5408,163.607062,15.677856,13.024486,25.99037,0.0,104.732031,1858.40192,0.264998,0.133061,59.934609,,,,,,-0.201087,0.062489,,,,,,,14.223889,0.131712,11.963333,4.884852,-3.333333,8.621678,0.58,0.034641,208.63061,39.787282,21.01634,4.717616,14.246053,1.079499,33.16365,6.339023,0.0,0.0,139.074009,30.347985,2048.21251,167.735503,0.186367,0.069487,,,0.077667,0.048952,43.836667,14.225742
gol_00000000031_solanum_tuberosum_helixer_pg6090_atg0297_000071_1_cnl,3,6,"[1, 2, 3]",0.2944,-0.351286,-0.067023,-0.157612,-0.803186,0.0,-0.045293,620.461702,1.108217,0.237289,53.726221,0.667416,46.826667,6.617342,21.0,0.0,-0.156449,0.028923,0.2809,0.0,0.924644,0.016692,71.574444,4.49452,15.893889,2.183271,24.067778,7.653918,9.0,1.0,0.346667,0.046188,9.435038,8.648169,0.759448,0.730352,-0.053247,0.092227,1.597989,2.121916,0.0,0.0,6.891267,6.129834,1654.280442,913.584991,0.6576,0.39821,0.4061,0.230925,0.189,0.042673,37.836667,14.041589
gol_00000000031_solanum_tuberosum_helixer_pg6090_atg0297_000076_1_cnl,3,6,"[1, 2, 3]",0.679381,174.621187,10.052628,10.661546,39.988119,0.0,102.874906,1634.994457,0.108411,0.088578,41.350048,0.243232,46.529444,0.740016,21.0,0.0,-0.216881,0.006808,0.2809,0.0,0.914306,0.000564,80.460556,0.745454,14.83,0.082983,21.275556,4.588116,9.333333,0.57735,0.696667,0.015275,195.568846,18.511433,13.19391,2.77595,15.468108,4.247556,48.937941,7.908952,0.0,0.0,116.546035,12.081168,1789.37471,136.425736,0.07,0.033943,0.183867,0.052461,0.058333,0.026727,40.526667,0.727622
gol_00000000031_solanum_tuberosum_helixer_pg6090_atg0411_000016_1_cnl,3,6,"[1, 2, 3]",0.47886,117.073799,10.556279,11.962544,17.890138,0.0,75.563585,1629.830292,0.416068,0.182902,49.966806,0.519603,44.618333,3.866612,32.0,0.0,-0.106205,0.016517,0.1009,0.0,0.963111,0.000879,62.606111,15.416708,14.435556,0.217877,12.88,1.618913,4.666667,2.081666,0.593333,0.10116,190.45727,64.848928,15.423906,4.301518,16.115727,3.670166,46.880546,25.618806,0.0,0.0,111.142223,31.440821,1954.308713,286.741384,0.322767,0.082451,0.342733,0.1563,0.174333,0.007572,35.973333,12.366023
gol_00000000031_solanum_tuberosum_helixer_pg6090_ptg0023_001087_1_cnl,3,6,"[1, 2, 3]",0.73311,182.246893,18.191233,8.128566,45.568118,0.0,109.040324,1776.138079,0.219522,0.115781,21.065527,0.324,45.911667,0.18755,21.0,0.0,-0.302013,0.016178,0.2857,0.0,0.938083,0.000477,87.825,0.465352,15.252222,0.182394,27.758889,0.192284,14.0,0.0,0.756667,0.020817,218.072221,31.658821,20.352417,1.909837,9.437238,1.156473,58.392871,11.333226,0.0,0.0,128.39848,17.106791,1877.926367,89.950249,0.147567,0.063587,0.250367,0.06507,0.082667,0.029263,20.383333,0.602854
gol_00000000032_solanum_tuberosum_helixer_pg6148_ptg0012_000593_1_cnl,3,6,"[1, 2, 3]",0.638684,14.352755,1.257228,0.503375,4.706355,0.0,7.61325,141.303133,43.968011,0.098501,20.759534,0.283724,46.702222,0.968025,21.0,0.0,-0.437019,0.000293,0.2857,0.0,0.938389,0.000429,86.32,0.500344,15.005556,0.098465,26.788333,1.753314,13.166667,1.443376,0.65,0.01,131.977659,103.945056,11.606515,9.145659,4.396341,3.440212,40.078321,31.258185,0.0,0.0,75.120181,59.655833,1343.462992,1062.347936,14.969633,25.625849,0.2173,0.058699,0.071667,0.023714,20.456667,0.267644
gol_00000000035_solanum_tuberosum_helixer_pg6216_ptg0026_000708_1_cnl,3,6,"[1, 2, 3]",0.5276,119.441432,11.218237,0.081103,26.55988,0.0,70.805526,2011.355273,0.316537,0.124695,49.454635,0.320687,49.029444,2.059726,21.0,0.0,-0.230439,0.026322,0.2551,0.0,0.934622,0.006977,77.766667,5.312251,19.791111,7.810706,29.943889,2.71554,14.0,2.645751,0.573333,0.040415,146.970209,24.327164,13.582341,2.089157,4.061709,3.51766,37.847676,9.975019,0.0,0.0,90.743643,17.619302,2088.593592,68.255456,0.200467,0.102572,0.245167,0.066737,0.096,0.025357,30.766667,16.514546
gol_00000000038_solanum_cajamarquense_helixer_pg6242_atg0064_000001_1_cnl,3,6,"[1, 2, 3]",0.639554,189.124479,14.852867,10.971893,45.053259,0.0,110.433804,1590.115238,0.190888,0.085358,43.215689,0.325131,43.017222,1.580267,21.0,0.0,-0.255216,0.047911,0.249,0.0,0.905872,0.009302,76.482222,8.435312,14.772778,0.112809,16.410556,12.760176,6.5,6.946222,0.686667,0.041633,191.880291,2.435309,16.469466,1.428587,13.58671,2.310712,48.550885,3.09085,0.0,0.0,111.895889,1.292043,1683.407082,82.441946,0.1223,0.060611,0.2357,0.07903,0.053667,0.028006,42.513333,0.620672
gol_00000000038_solanum_cajamarquense_helixer_pg6242_atg0303_000002_1_cnl,3,6,"[1, 2, 3]",0.588762,127.087753,8.968478,10.930126,24.978255,0.0,74.259174,1608.021213,0.177032,0.108647,47.755569,0.287187,47.906667,1.440354,21.0,0.0,0.075089,0.055381,0.233,0.0,0.929489,0.00105,77.141111,4.107653,14.894444,0.095762,25.353333,3.383182,11.0,3.605551,0.623333,0.030551,150.225553,20.44686,11.562595,2.292419,14.480043,3.137059,35.911291,9.661517,0.0,0.0,86.703941,10.997434,1735.14604,112.340132,0.1046,0.064008,0.234067,0.046942,0.070333,0.033858,47.443333,0.275923
gca_009827155_1_solanum_tuberosum_helixer_cp046688_1_001379_1_cnl,3,6,"[1, 2, 3]",0.748684,133.308367,10.421224,10.979624,27.822129,0.0,82.348946,1857.534859,0.103375,0.051838,20.031021,,,,,,-0.116254,0.021074,,,,,,,14.720556,0.062413,17.260556,0.468572,9.0,0.0,0.76,0.01,155.723403,19.808153,15.207546,4.229669,13.110308,1.882884,35.090369,6.422939,0.0,0.0,91.339632,7.945064,1998.139403,124.25215,0.091533,0.010464,,,0.043,0.00781,19.883333,0.130512
gol_00000000038_solanum_cajamarquense_helixer_pg6242_atg0303_000005_1_cnl,3,6,"[1, 2, 3]",0.706048,236.391967,23.706725,10.795302,45.26242,0.0,147.790906,2536.263127,0.289642,0.132768,22.101657,,,,,,-0.21272,0.092758,,,,,,,16.346111,0.349103,14.788889,2.028107,5.333333,1.154701,0.723333,0.015275,284.895135,42.86222,30.003359,5.564331,11.09167,0.2619,64.548005,17.04266,0.0,0.0,177.527144,26.277896,2725.541605,167.265275,0.1932,0.085225,,,0.095333,0.033081,21.736667,0.322542
gol_00000000038_solanum_cajamarquense_helixer_pg6242_ptg0002_000061_1_cnl,3,6,"[1, 2, 3]",0.607524,134.146003,9.421217,11.780058,30.001758,0.0,80.474225,1597.092276,0.190601,0.111578,46.403114,0.320407,46.896667,0.488299,21.0,0.0,-0.225167,0.028874,0.2565,0.0,0.935572,0.005522,81.193889,5.38417,15.067778,0.094301,28.073333,0.645428,13.333333,1.154701,0.676667,0.061101,177.972399,38.729359,13.552335,3.650666,13.452193,1.477664,46.138309,14.25986,0.0,0.0,103.259577,20.135402,1855.845037,228.659657,0.145067,0.040239,0.235467,0.075061,0.081333,0.026727,29.4,15.025641
gol_00000000038_solanum_cajamarquense_helixer_pg6242_ptg0002_000063_1_cnl,3,6,"[1, 2, 3]",0.718684,161.098414,15.899487,7.488431,43.33761,0.0,89.125962,1553.995909,0.367811,0.143053,21.514534,0.172681,46.558333,0.053645,21.0,0.0,-0.180229,0.00111,0.2565,0.0,0.939144,0.000428,83.942222,0.685979,14.931667,0.007638,13.143889,0.178032,6.0,0.0,0.73,0.01,199.224287,33.69181,17.15519,1.109664,12.414856,4.353479,53.102032,8.628814,0.0,0.0,114.816467,22.702684,1860.820845,271.141009,0.215267,0.134803,0.147833,0.021958,0.081,0.054836,20.996667,0.457639
gol_00000000038_solanum_cajamarquense_helixer_pg6242_ptg0002_000472_1_cnl,3,6,"[1, 2, 3]",0.243825,0.0,0.0,0.0,0.0,0.0,0.0,670.504933,9.349313,0.318509,82.683943,21.420983,48.561111,19.907775,32.0,0.0,-0.422791,0.085643,0.1975,0.0,0.9532,0.021449,46.598333,1.141603,13.238889,1.774845,21.692222,26.95321,7.666667,11.547005,0.286667,0.037859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.792839,207.040081,3.4517,5.211717,7.838667,12.002684,0.186667,0.116509,42.696667,35.336732
gol_00000000038_solanum_cajamarquense_helixer_pg6242_ptg0002_000756_1_cnl,3,6,"[1, 2, 3]",0.388684,-9.563915,-0.704321,-1.304732,-1.345271,0.0,-6.429043,1136.039024,0.195824,0.203253,76.237627,1.324652,48.9075,11.84286,27.0,0.0,-0.26875,0.042288,0.3128,0.0,0.890756,0.07636,58.635556,2.40695,14.775556,0.122126,18.301111,2.313391,6.666667,0.57735,0.4,0.01,12.682113,19.658801,0.39131,0.968209,2.346839,3.226891,1.861814,2.834098,0.0,0.0,7.747403,12.527716,1347.088395,186.5042,0.1662,0.026179,0.93275,0.282772,0.120667,0.072982,53.936667,19.707345
gol_00000000038_solanum_cajamarquense_helixer_pg6242_ptg0015_000438_1_cnl,3,6,"[1, 2, 3]",0.7768,219.913468,21.249533,13.599028,41.858676,0.0,140.939539,2405.5115,0.0743,0.031,25.921861,0.366561,35.896111,6.402885,21.0,0.0,-0.334047,0.01771,0.2335,0.0,0.936222,0.001433,81.671111,3.795065,14.903333,0.029297,3.466111,3.001838,-3.0,1.732051,0.783333,0.005774,239.566909,17.367734,24.982422,3.298751,16.188108,2.287968,47.699966,5.161944,0.0,0.0,149.862793,7.885474,2475.027037,61.430837,0.0561,0.016083,0.240333,0.111547,0.031,0.0,18.386667,6.658846
gol_00000000039_solanum_neorossii_helixer_pg6243_atg0113_000164_1_cnl,3,6,"[1, 2, 3]",0.331467,1.499223,0.130796,-0.111799,0.15494,0.0,1.039594,1082.127308,1.777672,0.288896,44.892574,0.607452,44.348333,1.583173,32.0,0.0,-0.181279,0.046556,0.1015,0.0,0.966983,0.001533,71.357778,15.238505,19.506111,4.612676,13.281667,6.059542,3.666667,7.505553,0.403333,0.063509,88.498842,76.88151,6.83131,5.92124,2.929015,2.687166,23.812856,20.906486,0.0,0.0,54.567674,47.302731,1283.76647,178.188405,0.7921,0.87095,0.314667,0.258734,0.223,0.058232,31.773333,11.593465
gol_00000000039_solanum_neorossii_helixer_pg6243_atg0345_000009_1_cnl,3,6,"[1, 2, 3]",0.628189,142.094412,13.002392,6.760129,29.457047,0.0,77.299218,1580.703761,0.263394,0.138709,41.102358,0.273724,42.576111,5.507454,21.0,0.0,-0.093381,0.035144,0.249,0.0,0.912267,0.000651,79.832778,1.498282,15.053889,0.04718,21.465,0.835869,7.666667,1.154701,0.656667,0.025166,148.382405,5.556696,14.502222,1.325399,9.809018,2.694301,35.237502,5.108185,0.0,0.0,88.228176,9.657913,1662.889024,72.627067,0.1502,0.10003,0.230333,0.038345,0.074333,0.056889,40.043333,0.93586
gol_00000000039_solanum_neorossii_helixer_pg6243_ptg0004_000177_1_cnl,3,6,"[1, 2, 3]",0.313915,-38.987187,-1.747632,-1.92,-15.397938,0.0,-20.054342,1940.832545,0.622912,0.124286,58.836365,0.542877,42.658889,10.05906,20.0,0.0,-0.013731,0.104621,0.2123,0.0,0.927894,0.003539,62.282222,11.212049,32.143333,6.766437,7.518889,1.095719,2.666667,1.527525,0.386667,0.064291,62.383298,89.581036,3.754526,4.862254,2.0,3.464102,20.780924,31.971238,0.0,0.0,35.524886,49.11533,2113.233255,152.350403,0.369333,0.224088,0.425867,0.103402,0.102333,0.019399,35.543333,20.584038
gol_00000000039_solanum_neorossii_helixer_pg6243_ptg0008_000157_1_cnl,3,6,"[1, 2, 3]",0.640983,49.929754,5.164159,1.312314,11.304069,0.0,32.160414,497.578662,27.936607,0.103298,42.768709,0.275544,49.076667,2.459411,21.0,0.0,-0.35654,0.014787,0.3391,0.0,0.939628,0.000986,80.693333,12.69609,14.857778,0.241295,33.124444,1.48133,18.0,0.0,0.726667,0.075719,166.192752,102.74154,15.192493,8.862032,11.459792,8.96732,38.506393,24.038677,0.0,0.0,99.785726,59.760447,1449.858072,841.528735,9.498033,16.294156,0.2184,0.050498,0.068,0.031193,27.96,13.086447
gca_009827175_1_solanum_tuberosum_helixer_cp046699_1_000053_1_cnl,3,6,"[1, 2, 3]",0.700267,138.050493,15.893807,2.790429,35.06531,0.0,79.827246,1939.540701,0.183795,0.137244,19.014059,0.269627,38.343333,3.333513,21.0,0.0,-0.227933,0.016475,0.1981,0.0,0.938267,0.000188,80.258333,2.089251,16.535,0.59834,,,22.0,0.0,0.713333,0.011547,156.296892,16.124331,18.130661,1.976706,3.449061,0.582032,36.683479,1.429975,0.0,0.0,97.272864,15.416682,2015.489206,67.115648,0.1445,0.034725,0.143533,0.111429,0.08,0.050587,16.04,2.628174
gol_00000000039_solanum_neorossii_helixer_pg6243_ptg0008_000171_1_cnl,3,6,"[1, 2, 3]",0.3808,46.507919,4.572916,-0.022293,13.416294,0.0,27.886186,1196.306633,0.829801,0.22584,21.054638,0.424768,46.924444,0.407603,21.0,0.0,-0.432382,0.001707,0.2862,0.0,0.938094,0.000574,80.485,1.413401,12.401667,2.049726,22.541111,0.095602,-16.0,0.0,0.42,0.034641,106.779284,53.261769,9.992192,4.789011,2.333333,2.081666,30.567932,15.156892,0.0,0.0,63.536685,31.504324,1244.303698,42.414977,0.629933,0.176623,0.337333,0.077266,0.185667,0.035501,20.886667,0.148436
gol_00000000039_solanum_neorossii_helixer_pg6243_ptg0008_000345_1_cnl,3,6,"[1, 2, 3]",0.2768,0.0,0.0,0.0,0.0,0.0,0.0,556.46447,16.92758,0.116844,76.227605,1.276369,62.051111,18.316605,21.0,0.0,-0.114531,0.0618,0.3202,0.0,0.935417,0.002395,51.482778,0.569713,12.891111,1.027722,7.529444,6.657791,-5.666667,4.163332,0.283333,0.005774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010.086768,400.865749,11.402967,4.882097,0.8455,0.380759,0.093,0.021071,69.47,5.971692
gol_00000000042_solanum_tuberosum_helixer_pg6246_ptg0051_000507_1_cnl,3,6,"[1, 2, 3]",0.370133,0.0,0.0,0.0,0.0,0.0,0.0,778.882621,0.346307,0.186902,68.945676,0.602136,36.546667,1.737126,32.0,0.0,-0.104847,0.059088,0.18,0.0,0.88115,0.151662,56.740556,8.524152,14.755,0.166692,21.861667,0.885778,7.666667,1.154701,0.376667,0.005774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1140.945725,319.954945,0.252433,0.082956,0.4912,0.080044,0.116667,0.062067,51.89,15.07209
gol_00000000043_solanum_tuberosum_helixer_pg6247_ptg0023_000078_1_cnl,3,6,"[1, 2, 3]",0.600291,151.121615,11.92846,13.480851,30.048706,0.0,86.534422,1339.800897,0.145074,0.102394,44.206237,0.206081,41.881111,4.473405,21.0,0.0,-0.217549,0.054614,0.2609,0.0,0.920194,0.013242,72.711111,10.879477,14.765,0.108102,7.917778,5.604594,-0.333333,3.785939,0.636667,0.032146,173.14943,19.465966,17.157177,4.620614,14.862464,1.22093,33.468045,3.021668,0.0,0.0,106.293574,17.46115,1544.498195,180.890878,0.0958,0.043543,0.164333,0.036892,0.071667,0.027154,42.063333,1.893682
gol_00000000043_solanum_tuberosum_helixer_pg6247_ptg0023_001235_1_cnl,3,6,"[1, 2, 3]",0.316048,0.0,0.0,0.0,0.0,0.0,0.0,1278.77552,0.438042,0.195533,20.306481,0.565375,39.228889,5.319569,21.0,0.0,0.157905,0.047082,0.233,0.0,0.938383,0.001465,70.890556,1.590198,12.314444,2.395385,0.0,0.0,-1.0,0.0,0.333333,0.015275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1609.211271,292.005872,0.370567,0.059628,0.2932,0.240521,0.168,0.024331,19.793333,0.453468
gol_00000000044_solanum_tuberosum_helixer_pg6359_chr04_000093_1_cnl,3,6,"[1, 2, 3]",0.598189,27.135683,3.687942,0.278622,6.910749,0.0,16.09337,735.745661,27.969445,0.109371,22.1176,0.322999,45.235,0.220612,21.0,0.0,-0.372513,0.034095,0.3927,0.0,0.937844,0.000173,79.631111,1.435901,15.075,0.261072,2.925556,2.592616,-2.333333,1.527525,0.626667,0.025166,164.349082,121.255397,16.300324,11.145554,3.161566,2.547656,50.239101,38.289239,0.0,0.0,93.541975,68.441285,2061.507913,1171.575296,9.581833,16.249121,0.2388,0.074406,0.099,0.009165,22.0,0.103923
gon_00000000001_nicotiana_benthamiana_helixer_nbe_v1_1_chr05_001178_1_cnl,3,6,"[1, 2, 3]",0.6668,139.140003,10.872912,8.065068,28.55167,0.0,88.718154,2210.517555,0.292864,0.101403,20.358415,0.292505,45.691111,0.395497,21.0,0.0,-0.206724,0.056027,0.2158,0.0,0.935483,0.00149,82.545556,0.80108,15.54,0.111692,16.573333,12.696057,9.0,13.747727,0.673333,0.005774,165.855496,23.608464,13.36276,2.200277,8.663706,0.529016,36.598452,7.110936,0.0,0.0,105.47534,14.808315,2309.272847,87.269991,0.211667,0.071754,0.2471,0.040124,0.086333,0.013317,19.92,0.387427
gon_00000000001_nicotiana_benthamiana_helixer_nbe_v1_1_chr06_001979_1_cnl,3,6,"[1, 2, 3]",0.5404,64.348606,1.988033,8.946998,15.512637,0.0,33.579352,1786.492062,0.207092,0.11124,48.468192,0.3761,36.291667,6.623636,20.0,0.0,-0.164656,0.050129,0.384,0.0,0.933239,0.007559,67.462778,5.449121,14.888333,0.088522,4.439444,4.767515,0.0,2.645751,0.56,0.017321,79.570914,13.451944,5.000203,2.661853,11.873098,2.585792,17.203971,1.494631,0.0,0.0,44.7998,9.915502,1901.722663,101.829212,0.156167,0.045003,0.244167,0.116589,0.074,0.032909,46.15,2.048585
gon_00000000002_nicotiana_benthamiana_helixer_nbqld183c00_001577_1_cnl,3,6,"[1, 2, 3]",0.718684,70.837814,7.085728,3.720788,15.69343,0.0,44.17708,580.409197,27.884211,0.079383,22.552084,0.335377,46.369444,0.302151,21.0,0.0,0.195123,0.028732,0.2585,0.0,0.939133,0.000159,84.797778,0.920811,14.903889,0.065835,18.824444,12.985154,8.0,8.660254,0.73,0.01,205.928742,119.379771,20.105488,11.505554,10.298885,5.81306,48.290735,28.806219,0.0,0.0,126.44625,72.701216,1646.160112,941.803435,9.489,16.255837,0.2204,0.101605,0.056,0.020664,21.966667,0.517333
gon_00000000002_nicotiana_benthamiana_helixer_nbqld183c08_000808_1_cnl,3,6,"[1, 2, 3]",0.5376,78.034792,9.070246,4.268694,14.058111,0.0,49.526758,2514.593265,0.173098,0.071078,32.793226,0.391923,8.695,1.523216,21.0,0.0,-0.13112,0.037416,0.1918,0.0,0.936811,0.000925,59.478333,0.997484,14.993333,0.228206,5.308333,0.159016,-3.666667,0.57735,0.583333,0.040415,139.283224,54.125202,12.065526,2.646927,15.780436,10.17292,25.385231,10.009769,0.0,0.0,85.210329,31.53355,2774.155076,229.374615,0.1289,0.039058,0.276133,0.102323,0.054667,0.014503,29.603333,2.818906
