#                                                                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                                                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                                        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
gca_018258275_1_solanum_commersonii_helixer_cm031109_1_003105_1_cnl          -            494 MADA                 -             21   2.2e-07   26.1   1.9   1   1   5.1e-07   6.1e-07   24.7   1.9     1    21     1    21     1    21 0.98 -
gob_00000000001_solanum_abutiloides_helixer_chr1_000942_1_cnl                -            496 MADA                 -             21   2.2e-07   26.0   0.4   1   1   4.5e-07   5.4e-07   24.8   0.4     1    21     1    21     1    21 0.98 -
gol_00000000027_solanum_tuberosum_helixer_pg6002_ptg0058_000545_1_cnl        -            494 MADA                 -             21   2.3e-07   26.0   2.0   1   1   1.9e-07   2.3e-07   26.0   2.0     1    21     1    21     1    21 0.97 -
gca_000512255_2_capsicum_annuum_helixer_cm008465_1_000194_1_cnl              -            495 MADA                 -             21   2.7e-07   25.8   0.2   1   1   6.7e-07     8e-07   24.3   0.2     1    21     1    21     1    21 0.97 -
gwhcaww00000000_solanum_melongena_helixer_gwhcaww00000001_000475_1_cnl       -            496 MADA                 -             21   2.9e-07   25.7   1.9   1   1   2.5e-07   2.9e-07   25.7   1.9     1    21     1    21     1    21 0.98 -
gob_00000000033_solanum_torvum_helixer_chr4_000631_1_cnl                     -            493 MADA                 -             21   3.1e-07   25.6   1.4   1   1   7.4e-07   8.8e-07   24.2   1.4     1    21     1    21     1    21 0.98 -
gos_00000000001_capsicum_annuum_helixer_chr08_001856_1_cnl                   -            496 MADA                 -             21   3.2e-07   25.6   0.2   1   1   7.1e-07   8.5e-07   24.2   0.2     1    21     1    21     1    21 0.98 -
gca_030407365_1_solanum_americanum_helixer_cm059532_1_001129_1_cnl           -            489 MADA                 -             21   3.3e-07   25.5   0.8   1   1   2.8e-07   3.3e-07   25.5   0.8     1    19     1    19     1    19 0.97 -
gca_035772555_1_solanum_americanum_helixer_cm069619_1_000963_1_cnl           -            489 MADA                 -             21   3.3e-07   25.5   0.8   1   1   2.8e-07   3.3e-07   25.5   0.8     1    19     1    19     1    19 0.97 -
gca_031232105_1_capsicum_rhomboideum_helixer_cp124719_1_001091_1_cnl         -            495 MADA                 -             21   3.3e-07   25.5   0.2   1   1   7.1e-07   8.5e-07   24.2   0.2     1    21     1    21     1    21 0.98 -
gca_015076265_1_solanum_tuberosum_helixer_cp055237_1_000084_1_cnl            -            490 MADA                 -             21   3.3e-07   25.5   0.3   1   1   6.8e-07   8.2e-07   24.3   0.3     1    20     4    23     4    24 0.96 -
gca_026929995_1_petunia_axillaris_helixer_cm049425_1_001866_1_cnl            -            489 MADA                 -             21   3.6e-07   25.4   1.5   1   1   8.3e-07   9.9e-07   24.0   1.5     1    20     1    20     1    21 0.97 -
gob_00000000031_solanum_robustum_helixer_chr4_000552_1_cnl                   -            496 MADA                 -             21   3.7e-07   25.3   1.3   1   1   3.1e-07   3.7e-07   25.3   1.3     1    21     1    21     1    21 0.98 -
gob_00000000033_solanum_torvum_helixer_chr4_002399_1_cnl                     -            487 MADA                 -             21   3.9e-07   25.3   1.4   1   1   9.5e-07   1.1e-06   23.8   1.4     1    21     1    21     1    21 0.96 -
gca_022817965_1_solanum_lycopersicoides_helixer_cm040621_1_003318_1_cnl      -            434 MADA                 -             21   4.1e-07   25.2   1.6   1   1   9.2e-07   1.1e-06   23.9   1.6     1    21     1    21     1    21 0.98 -
gob_00000000022_solanum_aethiopicum_helixer_chr5_001129_1_cnl                -            494 MADA                 -             21   4.1e-07   25.2   0.5   1   1   9.6e-07   1.1e-06   23.8   0.5     1    21     1    21     1    21 0.97 -
gob_00000000001_solanum_abutiloides_helixer_chr4_000456_1_cnl                -            488 MADA                 -             21   4.3e-07   25.2   1.6   1   1   1.1e-06   1.3e-06   23.7   1.6     1    21     1    21     1    21 0.98 -
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01000491_1_000001_1_cnl        -            496 MADA                 -             21   4.6e-07   25.1   0.8   1   1   1.4e-06   1.6e-06   23.3   0.8     1    21     3    23     3    23 0.98 -
gob_00000000022_solanum_aethiopicum_helixer_chr11_001439_1_cnl               -            423 MADA                 -             21   4.6e-07   25.1   0.8   1   1   1.1e-06   1.4e-06   23.6   0.8     1    21     1    21     1    21 0.98 -
gca_034376525_1_nicotiana_benthamiana_helixer_cm067338_1_002124_1_cnl        -            496 MADA                 -             21   4.7e-07   25.0   0.8   1   1   1.5e-06   1.8e-06   23.2   0.8     2    21     6    25     5    25 0.96 -
goa_00000000019_solanum_tuberosum_helixer_chr04_hap15_v2_003072_1_cnl        -            494 MADA                 -             21     5e-07   24.9   0.3   1   1   1.8e-06   2.1e-06   23.0   0.0     1    21     1    21     1    21 0.95 -
gca_034376525_1_nicotiana_benthamiana_helixer_cm067337_1_000383_1_cnl        -            555 MADA                 -             21   5.2e-07   24.9   0.8   1   1   1.2e-06   1.4e-06   23.6   0.8     1    21    59    79    59    79 0.98 -
gob_00000000010_solanum_giganteum_helixer_chr11_000693_1_cnl                 -            462 MADA                 -             21   5.5e-07   24.8   0.8   1   1   1.3e-06   1.5e-06   23.5   0.8     1    21     1    21     1    21 0.98 -
gca_029783415_1_anisodus_acutangulus_helixer_cm056490_1_001359_1_cnl         -            494 MADA                 -             21   5.6e-07   24.8   0.8   1   1   1.4e-06   1.6e-06   23.3   0.8     1    21     1    21     1    21 0.98 -
goc_00000000021_solanum_candolleanum_helixer_c422_h1_chr4_1_000079_1_cnl     -            493 MADA                 -             21   5.6e-07   24.8   3.9   1   1   9.9e-07   1.2e-06   23.8   1.2     1    21     1    21     1    21 0.97 -
gca_000715095_1_nicotiana_tabacum_helixer_awok01s249544_1_000003_1_cnl       -            459 MADA                 -             21   5.8e-07   24.8   0.8   1   1   1.3e-06   1.5e-06   23.5   0.8     1    21     1    21     1    21 0.98 -
gcf_019175385_1_lycium_barbarum_helixer_nc_083344_1_000514_1_cnl             -            495 MADA                 -             21   5.8e-07   24.7   0.8   1   1   1.4e-06   1.6e-06   23.3   0.8     1    21     1    21     1    21 0.98 -
gol_00000000024_solanum_candolleanum_helixer_pg5062_atg0164_000012_1_nl      -            492 MADA                 -             21     6e-07   24.7   1.3   1   1   1.3e-06   1.5e-06   23.5   1.3     1    21     1    21     1    21 0.98 -
goa_00000000002_solanum_tuberosum_helixer_chr10_hap37_v2_002022_1_cnl        -            496 MADA                 -             21   6.5e-07   24.6   0.8   1   1   1.4e-06   1.6e-06   23.3   0.8     1    21     1    21     1    21 0.98 -
gca_030407365_1_solanum_americanum_helixer_cm059531_1_002022_1_cnl           -            494 MADA                 -             21   6.5e-07   24.6   0.8   1   1   1.4e-06   1.6e-06   23.3   0.8     1    21     1    21     1    21 0.98 -
gob_00000000034_solanum_violaceum_helixer_chr10_000581_1_cnl                 -            545 MADA                 -             21   6.7e-07   24.6   0.8   1   1   1.5e-06   1.8e-06   23.2   0.8     1    21    52    72    52    72 0.98 -
gol_00000000043_solanum_tuberosum_helixer_pg6247_ptg0023_001235_1_cnl        -            444 MADA                 -             21   6.7e-07   24.5   3.9   1   1   4.6e-06   5.4e-06   21.7   2.4     1    21     1    21     1    21 0.98 -
goc_00000000009_solanum_candolleanum_helixer_c410_h1_chr4_1_000095_1_cnl     -            488 MADA                 -             21   7.1e-07   24.5   0.4   1   1   1.6e-06   1.9e-06   23.2   0.4     1    20     1    20     1    21 0.96 -
gol_00000000039_solanum_neorossii_helixer_pg6243_ptg0008_000157_1_cnl        -            489 MADA                 -             21   7.2e-07   24.5   0.0   1   1   1.8e-06   2.1e-06   23.0   0.0     1    21     1    21     1    21 0.95 -
gca_046563305_1_solanum_acaule_helixer_cm102190_1_000066_1_cnl               -            489 MADA                 -             21   7.3e-07   24.4   0.0   1   1   1.8e-06   2.1e-06   23.0   0.0     1    21     1    21     1    21 0.95 -
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01001184_1_000003_1_cnl        -            486 MADA                 -             21   7.5e-07   24.4   1.2   1   1   2.3e-06   2.8e-06   22.6   1.2     1    20     1    20     1    21 0.95 -
gca_014182985_2_solanum_tuberosum_helixer_cm024426_2_003175_1_cnl            -            489 MADA                 -             21   7.9e-07   24.3   0.0   1   1   1.8e-06   2.1e-06   23.0   0.0     1    21     1    21     1    21 0.95 -
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01005693_1_000001_1_cnl        -            495 MADA                 -             21     8e-07   24.3   0.5   1   1   2.1e-06   2.5e-06   22.8   0.5     1    20     1    20     1    21 0.92 -
gca_015076265_1_solanum_tuberosum_helixer_cp055237_1_003298_1_cnl            -            494 MADA                 -             21   8.8e-07   24.2   3.9   1   1   5.2e-06   6.2e-06   21.5   2.4     1    21     1    21     1    21 0.98 -
goa_00000000027_solanum_tuberosum_helixer_chr04_hap15_v2_002959_1_cnl        -            493 MADA                 -             21   8.8e-07   24.2   3.9   1   1   5.2e-06   6.2e-06   21.5   2.4     1    21     1    21     1    21 0.98 -
gol_00000000016_solanum_vernei_helixer_pg4036_atg0171_000175_1_cnl           -            489 MADA                 -             21   9.5e-07   24.1   0.1   1   1   2.7e-06   3.2e-06   22.4   0.1     1    21     1    21     1    21 0.94 -
gca_030864225_1_capsicum_baccatum_helixer_cm061550_1_004357_1_cnl            -            437 MADA                 -             21     1e-06   24.0   0.9   1   1   2.1e-06   2.5e-06   22.8   0.3     1    20     1    20     1    21 0.93 -
gol_00000000006_solanum_jamesii_helixer_pg1008_ptg0014_000588_1_cnl          -            493 MADA                 -             21   1.2e-06   23.8   1.2   1   1   9.9e-07   1.2e-06   23.8   1.2     1    21     1    21     1    21 0.97 -
gob_00000000007_solanum_citrullifolium_helixer_chr4_000370_1_cnl             -            493 MADA                 -             21   1.3e-06   23.7   1.6   1   1   1.1e-06   1.3e-06   23.7   1.6     1    21     1    21     1    21 0.98 -
gca_030407365_1_solanum_americanum_helixer_cm059532_1_001126_1_cnl           -            485 MADA                 -             21   1.3e-06   23.6   0.3   1   1   4.1e-06   4.8e-06   21.9   0.3     1    16     1    16     1    21 0.93 -
gca_011745865_1_capsicum_annuum_helixer_vyzz01001315_1_000001_1_cnl          -            494 MADA                 -             21   1.4e-06   23.5   0.2   1   1   4.8e-06   5.8e-06   21.6   0.2     1    21     1    21     1    21 0.97 -
gol_00000000024_solanum_candolleanum_helixer_pg5062_atg0164_000013_1_cnl     -            511 MADA                 -             21   1.6e-06   23.4   1.3   1   1   1.3e-06   1.6e-06   23.4   1.3     1    21     1    21     1    21 0.98 -
gca_000390325_3_nicotiana_tomentosiformis_helixer_cm066018_1_000264_1_cnl    -            498 MADA                 -             21   1.7e-06   23.3   0.3   1   1   4.5e-06   5.4e-06   21.7   0.3     1    19     1    19     1    20 0.97 -
gca_036553675_1_solanum_okadae_helixer_cm071681_1_000076_1_cnl               -            494 MADA                 -             21   1.8e-06   23.2   2.0   1   1     2e-06   2.4e-06   22.8   0.3     1    21     1    21     1    21 0.97 -
gca_964243065_1_solanum_nigrum_helixer_oz176032_1_001950_1_cnl               -            495 MADA                 -             21   1.9e-06   23.1   0.7   1   1   4.8e-06   5.7e-06   21.6   0.7     3    21     3    21     1    21 0.95 -
gca_041430385_1_lycium_ruthenicum_helixer_cm084482_1_001357_1_cnl            -            494 MADA                 -             21     2e-06   23.1   0.5   1   1   1.3e-05   1.6e-05   20.3   0.4     1    19     1    19     1    19 0.95 -
gob_00000000011_solanum_havanense_helixer_chr10_001491_1_cnl                 -            494 MADA                 -             21     2e-06   23.1   0.7   1   1   4.5e-06   5.4e-06   21.7   0.7     1    20     1    20     1    20 0.97 -
goc_00000000009_solanum_candolleanum_helixer_c410_h1_chr4_1_000065_1_cnl     -            489 MADA                 -             21     2e-06   23.1   1.3   1   1   4.7e-06   5.6e-06   21.7   1.3     1    21     1    21     1    21 0.98 -
gol_00000000013_solanum_burkartii_helixer_pg4005_ptg0077_000066_1_cnl        -            484 MADA                 -             21     2e-06   23.1   1.3   1   1   4.6e-06   5.5e-06   21.7   1.3     1    21     1    21     1    21 0.98 -
gca_041430385_1_lycium_ruthenicum_helixer_cm084478_1_003191_1_cnl            -            495 MADA                 -             21     2e-06   23.1   0.4   1   1   6.7e-06     8e-06   21.2   0.4     1    20     1    20     1    21 0.93 -
gca_003996215_1_jaltomata_sinuosa_helixer_qjpp01000504_1_000061_1_cnl        -            490 MADA                 -             21   2.1e-06   23.0   0.8   1   1   5.3e-06   6.3e-06   21.5   0.8     1    21     1    21     1    21 0.98 -
gol_00000000039_solanum_neorossii_helixer_pg6243_ptg0008_000345_1_cnl        -            473 MADA                 -             21   2.2e-06   23.0   1.4   1   1   5.7e-06   6.8e-06   21.4   1.4     1    21     1    21     1    21 0.97 -
gcf_019175385_1_lycium_barbarum_helixer_nc_083346_1_000969_1_cnl             -            475 MADA                 -             21   2.3e-06   22.9   0.6   1   1   5.8e-06   6.8e-06   21.4   0.6     1    21     1    21     1    21 0.96 -
gol_00000000039_solanum_neorossii_helixer_pg6243_ptg0004_000177_1_cnl        -            439 MADA                 -             21   2.3e-06   22.9   0.4   1   1   5.8e-06   6.9e-06   21.4   0.4     1    20     1    20     1    21 0.93 -
gca_964243065_1_solanum_nigrum_helixer_oz176035_1_001274_1_cnl               -            473 MADA                 -             21   2.4e-06   22.8   0.4   1   1   6.3e-06   7.5e-06   21.3   0.4     1    20     1    20     1    21 0.93 -
gca_018107945_1_datura_stramonium_helixer_jaceik010002641_1_000017_1_cnl     -            495 MADA                 -             21   2.5e-06   22.8   0.4   1   1   6.7e-06     8e-06   21.2   0.4     1    20     1    20     1    21 0.93 -
gwhcaww00000000_solanum_melongena_helixer_gwhcaww00000001_000471_1_cnl       -            494 MADA                 -             21   2.5e-06   22.8   1.0   1   1   7.9e-06   9.4e-06   21.0   1.0     1    21     1    21     1    21 0.97 -
gca_041222595_1_solanum_tuberosum_helixer_cm083533_1_002195_1_cnl            -            488 MADA                 -             21   2.6e-06   22.7   1.4   1   1     6e-06   7.1e-06   21.4   1.4     1    21     1    21     1    21 0.97 -
gol_00000000011_solanum_paucissectum_helixer_pg3022_ptg0011_000064_1_cnl     -            478 MADA                 -             21   2.6e-06   22.7   0.2   1   1   2.2e-06   2.6e-06   22.7   0.2     1    21     1    21     1    21 0.98 -
gcf_019186545_1_solanum_stenotomum_helixer_nw_026036724_1_000001_1_cnl       -            466 MADA                 -             21   2.6e-06   22.7   1.4   1   1   5.6e-06   6.7e-06   21.4   1.4     1    21     1    21     1    21 0.97 -
gcf_019186545_1_solanum_stenotomum_helixer_nc_064283_1_001588_1_cnl          -            491 MADA                 -             21   2.6e-06   22.7   5.1   1   1   3.4e-06   4.1e-06   22.1   2.1     1    21     1    21     1    21 0.98 -
goa_00000000002_solanum_tuberosum_helixer_chr10_hap37_v2_000178_1_cnl        -            475 MADA                 -             21   2.7e-06   22.7   0.4   1   1   6.4e-06   7.6e-06   21.3   0.4     1    20     1    20     1    21 0.93 -
goc_00000000038_solanum_tuberosum_helixer_c027_h2_chr4_2_000071_1_cnl        -            494 MADA                 -             21   2.7e-06   22.7   1.4   1   1   6.1e-06   7.2e-06   21.3   1.4     1    21     1    21     1    21 0.97 -
gol_00000000027_solanum_tuberosum_helixer_pg6002_ptg0036_000357_1_cnl        -            495 MADA                 -             21   2.7e-06   22.6   0.4   1   1   6.7e-06     8e-06   21.2   0.4     1    20     1    20     1    21 0.93 -
goa_00000000014_solanum_tuberosum_helixer_chr04_hap14_v2_000069_1_cnl        -            477 MADA                 -             21   2.7e-06   22.6   1.4   1   1   5.8e-06   6.9e-06   21.4   1.4     1    21     1    21     1    21 0.97 -
gca_034376525_1_nicotiana_benthamiana_helixer_cm067328_1_001982_1_cnl        -            491 MADA                 -             21   2.7e-06   22.6   0.0   1   1   6.2e-06   7.4e-06   21.3   0.0     1    20     1    20     1    21 0.97 -
gca_000393655_2_nicotiana_sylvestris_helixer_cm066011_1_001101_1_cnl         -            490 MADA                 -             21   2.8e-06   22.6   0.0   1   1     6e-06   7.2e-06   21.3   0.0     1    21     1    21     1    21 0.96 -
gob_00000000016_solanum_mammosum_helixer_chr6_006068_1_cnl                   -            495 MADA                 -             21   2.8e-06   22.6   0.4   1   1   6.7e-06     8e-06   21.2   0.4     1    20     1    20     1    21 0.93 -
gos_00000000002_solanum_melongena_helixer_4_000222_1_cnl                     -            495 MADA                 -             21   2.8e-06   22.6   0.4   1   1   6.7e-06     8e-06   21.2   0.4     1    20     1    20     1    21 0.93 -
gcf_947179165_1_solanum_dulcamara_helixer_nc_077248_1_001122_1_cnl           -            495 MADA                 -             21   2.8e-06   22.6   0.4   1   1   6.7e-06     8e-06   21.2   0.4     1    20     1    20     1    21 0.93 -
gob_00000000002_physalis_grisea_helixer_chr10_000126_1_cnl                   -            496 MADA                 -             21   2.8e-06   22.6   0.4   1   1   6.7e-06     8e-06   21.2   0.4     1    20     1    20     1    21 0.93 -
gca_036553675_1_solanum_okadae_helixer_cm071681_1_003379_1_cnl               -            534 MADA                 -             21   2.9e-06   22.6   0.2   1   1   8.3e-06   9.9e-06   20.9   0.2     1    18     1    18     1    21 0.95 -
gob_00000000031_solanum_robustum_helixer_chr4_000547_1_cnl                   -            484 MADA                 -             21     3e-06   22.5   1.3   1   1   2.5e-06     3e-06   22.5   1.3     1    21     1    21     1    21 0.97 -
gca_021292125_1_capsicum_annuum_helixer_cm037895_1_003612_1_cnl              -            475 MADA                 -             21   3.7e-06   22.2   1.2   1   1   6.4e-06   7.6e-06   21.3   0.4     1    20     1    20     1    21 0.93 -
gca_027073675_1_capsicum_annuum_helixer_cm049668_1_007584_1_cnl              -            472 MADA                 -             21   3.8e-06   22.2   1.2   1   1   6.3e-06   7.5e-06   21.3   0.4     1    20     1    20     1    21 0.93 -
gca_000390325_3_nicotiana_tomentosiformis_helixer_cm066023_1_000789_1_cnl    -            490 MADA                 -             21     4e-06   22.1   0.1   1   1   9.5e-06   1.1e-05   20.7   0.1     1    20     1    20     1    21 0.97 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_atg0024_000068_1_cnl    -            493 MADA                 -             21   4.4e-06   22.0   3.7   1   1     6e-06   7.2e-06   21.3   1.2     1    21     1    21     1    21 0.97 -
gon_00000000001_nicotiana_benthamiana_helixer_nbe_v1_1_chr06_001979_1_cnl    -            466 MADA                 -             21   4.4e-06   22.0   0.1   1   1     1e-05   1.2e-05   20.6   0.1     1    20     1    20     1    21 0.97 -
gol_00000000038_solanum_cajamarquense_helixer_pg6242_atg0303_000002_1_cnl    -            491 MADA                 -             21   4.5e-06   22.0   5.5   1   1   5.1e-06   6.1e-06   21.6   2.4     1    21     1    21     1    21 0.98 -
gol_00000000012_solanum_piurae_helixer_pg3023_ptg0068_001150_1_cnl           -            491 MADA                 -             21   4.5e-06   22.0   5.5   1   1   5.1e-06   6.1e-06   21.6   2.4     1    21     1    21     1    21 0.98 -
gob_00000000017_solanum_muricatum_helixer_chr1_001125_1_cnl                  -            496 MADA                 -             21   4.6e-06   21.9   0.7   1   1   9.4e-06   1.1e-05   20.7   0.7     1    21     1    21     1    21 0.97 -
gca_034376525_1_nicotiana_benthamiana_helixer_cm067328_1_001986_1_cnl        -            490 MADA                 -             21   4.7e-06   21.9   0.1   1   1   1.1e-05   1.3e-05   20.5   0.1     1    20     1    20     1    21 0.97 -
gol_00000000010_solanum_chomatophilum_helixer_pg3005_atg0024_000070_1_cnl    -            488 MADA                 -             21   5.6e-06   21.7   1.3   1   1   4.7e-06   5.6e-06   21.7   1.3     1    21     1    21     1    21 0.98 -
gol_00000000020_solanum_multiinterruptum_helixer_pg4060_atg0320_000067_1_cnl -            493 MADA                 -             21   5.6e-06   21.7   1.3   1   1   4.7e-06   5.6e-06   21.7   1.3     1    21     1    21     1    21 0.98 -
gol_00000000012_solanum_piurae_helixer_pg3023_ptg0068_000082_1_cnl           -            494 MADA                 -             21   5.7e-06   21.7   1.3   1   1   4.8e-06   5.7e-06   21.7   1.3     1    21     1    21     1    21 0.98 -
gca_014182985_2_solanum_tuberosum_helixer_cm024426_2_000067_1_cnl            -            454 MADA                 -             21   6.5e-06   21.5   1.4   1   1   5.5e-06   6.5e-06   21.5   1.4     1    21     1    21     1    21 0.97 -
gcf_947179165_1_solanum_dulcamara_helixer_nc_077240_1_002562_1_cnl           -            496 MADA                 -             21   6.8e-06   21.4   0.2   1   1   1.4e-05   1.6e-05   20.2   0.2     1    21     1    21     1    21 0.97 -
gob_00000000002_physalis_grisea_helixer_chr2_001705_1_cnl                    -            495 MADA                 -             21   7.1e-06   21.4   0.8   1   1     6e-06   7.1e-06   21.4   0.8     1    21     1    21     1    21 0.97 -
goa_00000000008_solanum_tuberosum_helixer_chr04_hap16_v2_003054_1_cnl        -            493 MADA                 -             21   7.4e-06   21.3   2.2   1   1   1.3e-05   1.6e-05   20.2   1.1     1    21     1    21     1    21 0.97 -
gca_964243065_1_solanum_nigrum_helixer_oz176020_1_000972_1_cnl               -            498 MADA                 -             21   7.8e-06   21.2   0.2   1   1   1.7e-05     2e-05   19.9   0.2     1    21    30    50    30    50 0.97 -
gca_030407365_1_solanum_americanum_helixer_cm059522_1_001160_1_cnl           -            495 MADA                 -             21   7.9e-06   21.2   0.2   1   1   1.7e-05     2e-05   19.9   0.2     1    21     1    21     1    21 0.97 -
gol_00000000009_solanum_andreanum_helixer_pg3003_ptg0029_000605_1_cnl        -            490 MADA                 -             21   8.3e-06   21.1   0.7   1   1   2.4e-05   2.8e-05   19.5   0.7     1    19     1    19     1    21 0.93 -
gob_00000000018_solanum_muricatum_helixer_chr4_000057_1_cnl                  -            488 MADA                 -             21   9.6e-06   20.9   0.6   1   1   2.1e-05   2.5e-05   19.6   0.6     1    20     1    20     1    21 0.92 -
gca_014182985_2_solanum_tuberosum_helixer_cm024426_2_000063_1_cnl            -            494 MADA                 -             21   9.7e-06   20.9   0.4   1   1   8.2e-06   9.7e-06   20.9   0.4     1    20     1    20     1    21 0.93 -
gcf_019186545_1_solanum_stenotomum_helixer_nc_064283_1_001489_1_cnl          -            487 MADA                 -             21   1.1e-05   20.7   0.6   1   1   9.8e-05   0.00012   17.6   0.1     1    18     1    18     1    21 0.95 -
goa_00000000012_solanum_tuberosum_helixer_chr04_hap16_v2_003144_1_cnl        -            488 MADA                 -             21   1.2e-05   20.6   0.6   1   1   9.9e-05   0.00012   17.6   0.1     1    18     1    18     1    21 0.95 -
goa_00000000002_solanum_tuberosum_helixer_chr04_hap13_v2_003284_1_cnl        -            494 MADA                 -             21   1.3e-05   20.6   0.6   1   1    0.0001   0.00012   17.5   0.1     1    18     1    18     1    21 0.95 -
gol_00000000027_solanum_tuberosum_helixer_pg6002_ptg0106_000082_1_cnl        -            494 MADA                 -             21   1.3e-05   20.6   0.6   1   1    0.0001   0.00012   17.5   0.1     1    18     1    18     1    21 0.95 -
gca_010127505_1_solanum_tuberosum_helixer_cm020972_1_003547_1_cnl            -            495 MADA                 -             21   1.4e-05   20.4   0.6   1   1    0.0001   0.00012   17.5   0.1     1    18     1    18     1    21 0.95 -
gob_00000000016_solanum_mammosum_helixer_chr4_003124_1_cnl                   -            496 MADA                 -             21   1.6e-05   20.3   1.6   1   1   1.3e-05   1.6e-05   20.3   1.6     1    21     1    21     1    21 0.98 -
gca_000715075_2_nicotiana_tabacum_helixer_cm065992_1_000876_1_cnl            -            490 MADA                 -             21   1.6e-05   20.2   0.0   1   1   4.1e-05   4.9e-05   18.7   0.0     1    20     1    20     1    21 0.97 -
gob_00000000001_solanum_abutiloides_helixer_chr4_002181_1_cnl                -            488 MADA                 -             21   1.7e-05   20.2   0.6   1   1   6.1e-05   7.2e-05   18.2   0.6     1    21     1    21     1    21 0.96 -
gol_00000000023_solanum_brevicaule_helixer_pg5032_atg0998_000004_1_cnl       -            490 MADA                 -             21     2e-05   20.0   0.8   1   1   4.1e-05   4.9e-05   18.7   0.8     1    21     1    21     1    21 0.97 -
gca_000512255_2_capsicum_annuum_helixer_cm008455_1_007321_1_cnl              -            495 MADA                 -             21   2.2e-05   19.8   0.7   1   1   4.6e-05   5.5e-05   18.6   0.2     1    20     1    20     1    21 0.93 -
goc_00000000013_solanum_candolleanum_helixer_c462_h1_chr4_1_003249_1_cnl     -            495 MADA                 -             21   2.2e-05   19.8   1.1   1   1   0.00016   0.00019   16.9   0.3     5    21     4    20     1    20 0.92 -
gca_026929995_1_petunia_axillaris_helixer_cm049419_1_003100_1_cnl            -            494 MADA                 -             21   2.2e-05   19.8   0.5   1   1   7.2e-05   8.6e-05   18.0   0.1     1    20     1    20     1    21 0.97 -
gol_00000000044_solanum_tuberosum_helixer_pg6359_chr04_000093_1_cnl          -            525 MADA                 -             21   2.4e-05   19.7   0.4   1   1   5.2e-05   6.2e-05   18.4   0.4     1    21     1    21     1    21 0.98 -
goc_00000000010_solanum_candolleanum_helixer_c410_h2_chr4_2_000085_1_cnl     -            494 MADA                 -             21   2.5e-05   19.7   2.0   1   1   2.1e-05   2.5e-05   19.7   2.0     4    21     2    19     2    19 0.96 -
gol_00000000026_solanum_boliviense_helixer_pg5076_ptg0001_000668_1_cnl       -            495 MADA                 -             21   2.6e-05   19.6   0.7   1   1   0.00022   0.00026   16.5   0.4     5    21     4    20     1    20 0.89 -
gca_027704765_1_solanum_habrochaites_helixer_jakwja010002489_1_000766_1_cnl  -            469 MADA                 -             21   2.8e-05   19.5   0.7   1   1     6e-05   7.2e-05   18.2   0.7     1    21     1    21     1    21 0.97 -
gol_00000000014_solanum_lignicaule_helixer_pg4017_ptg0066_000569_1_cnl       -            495 MADA                 -             21   2.8e-05   19.5   1.1   1   1   0.00016   0.00019   16.9   0.3     5    21     4    20     1    20 0.92 -
gol_00000000027_solanum_tuberosum_helixer_pg6002_ptg0058_000535_1_cnl        -            495 MADA                 -             21   2.8e-05   19.5   0.7   1   1   0.00022   0.00026   16.5   0.4     5    21     4    20     1    20 0.89 -
gol_00000000018_solanum_chacoense_helixer_pg4042_atg0046_000037_1_cnl        -            495 MADA                 -             21   2.9e-05   19.4   0.7   1   1   0.00022   0.00026   16.5   0.4     5    21     4    20     1    20 0.89 -
goc_00000000051_solanum_tuberosum_helixer_c058_h1_chr4_1_003289_1_cnl        -            495 MADA                 -             21   2.9e-05   19.4   0.7   1   1   0.00022   0.00026   16.5   0.4     5    21     4    20     1    20 0.89 -
gol_00000000018_solanum_chacoense_helixer_pg4042_ptg0040_000601_1_cnl        -            495 MADA                 -             21   2.9e-05   19.4   1.1   1   1   0.00016   0.00019   16.9   0.3     5    21     4    20     1    20 0.92 -
gca_041222595_1_solanum_tuberosum_helixer_cm083533_1_003050_1_cnl            -            495 MADA                 -             21     3e-05   19.4   1.1   1   1   0.00016   0.00019   16.9   0.3     5    21     4    20     1    20 0.92 -
gol_00000000017_solanum_buesii_helixer_pg4041_ptg0007_000590_1_cnl           -            495 MADA                 -             21   3.1e-05   19.4   1.1   1   1   0.00016   0.00019   16.9   0.3     5    21     4    20     1    20 0.92 -
gol_00000000019_solanum_commersonii_helixer_pg4049_ptg0002_003000_1_cnl      -            495 MADA                 -             21   3.1e-05   19.4   1.1   1   1   0.00016   0.00019   16.9   0.3     5    21     4    20     1    20 0.92 -
gol_00000000014_solanum_lignicaule_helixer_pg4017_ptg0008_000576_1_cnl       -            497 MADA                 -             21   3.1e-05   19.3   0.7   1   1   6.5e-05   7.7e-05   18.1   0.7     1    21     1    21     1    21 0.97 -
